FECHA,ID_EMPRESA,EMPRESA,ID_TIPOLOGIA,TIPOLOGIA,ID_MEDIO_ATENCION,MEDIO DE ATENCION,NUMERO_QUEJAS
2021-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,1,Oficina,33
2021-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,2,Línea Telefónica,511
2021-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,5,Otros,26
2021-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,H3,Garantía,1,Oficina,3
2021-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,H3,Garantía,2,Línea Telefónica,97
2021-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,H3,Garantía,5,Otros,22
2021-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,I1,Otros,1,Oficina,377
2021-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,I1,Otros,2,Línea Telefónica,365
2021-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,I1,Otros,5,Otros,62
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A1,Modificación condiciones acordadas,1,Oficina,1913
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A1,Modificación condiciones acordadas,2,Línea Telefónica,3676
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A1,Modificación condiciones acordadas,5,Otros,359
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A2,Publicidad engañosa,1,Oficina,62
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A2,Publicidad engañosa,2,Línea Telefónica,94
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A2,Publicidad engañosa,5,Otros,4
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B1,Imposibilidad terminación contrato,1,Oficina,365
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B1,Imposibilidad terminación contrato,2,Línea Telefónica,151
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B1,Imposibilidad terminación contrato,5,Otros,47
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B4,Valor subsidiado o financiado,2,Línea Telefónica,1
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D1,No disponibilidad del servicio,1,Oficina,8129
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D1,No disponibilidad del servicio,2,Línea Telefónica,163043
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D1,No disponibilidad del servicio,3,Página Web,116
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D1,No disponibilidad del servicio,5,Otros,2412
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D4,Intermitencia,1,Oficina,105
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D4,Intermitencia,2,Línea Telefónica,55702
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D4,Intermitencia,3,Página Web,273
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D4,Intermitencia,5,Otros,103
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D5,No traslado a nuevo domicilio,1,Oficina,8
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D5,No traslado a nuevo domicilio,2,Línea Telefónica,3
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E1,Error factura/ Cobro o descuento injustificado,1,Oficina,19548
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E1,Error factura/ Cobro o descuento injustificado,2,Línea Telefónica,23218
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E1,Error factura/ Cobro o descuento injustificado,3,Página Web,1
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E1,Error factura/ Cobro o descuento injustificado,5,Otros,2735
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E3,Reporte a centrales de riesgo,1,Oficina,19
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E3,Reporte a centrales de riesgo,2,Línea Telefónica,18
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E3,Reporte a centrales de riesgo,5,Otros,147
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E4,Cobro en proceso de reclamación,1,Oficina,1
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E4,Cobro en proceso de reclamación,2,Línea Telefónica,60
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E8,Cobro por reconexión,1,Oficina,1
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E8,Cobro por reconexión,2,Línea Telefónica,22
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,1,Oficina,32
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,2,Línea Telefónica,544
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,5,Otros,25
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,H3,Garantía,1,Oficina,2
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,H3,Garantía,2,Línea Telefónica,105
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,H3,Garantía,5,Otros,15
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,I1,Otros,1,Oficina,394
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,I1,Otros,2,Línea Telefónica,422
2021-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,I1,Otros,5,Otros,80
